Name;KATEGORIE;ART;REICHWEITE;SCHADEN;DAUER;ENTZUG;SEITE;Widerstand;Elementarschaden;Erläuterungen
Leben Entdecken (aktiv, ungerichtet);Wahrnehmungszauber;M;F*MAG;;A;F - 3;SG S. 136;WIL+LOG+(Antimagie)/ KS*2/Objektw.;;LEBEN ENTDECKEN (AKTIV, UNGERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS - 3 ERWEITERTES LEBEN ENTDECKEN (AKTIV, UNGERICHTET, ERWEITERT) Art: M Reichweite: B Dauer: A Entzug: KS - 1 Das Ziel entdeckt alle Lebewesen (aber keine Geister) innerhalb der Sinnesreichweite und erfährt ihre Anzahl und ihre Aufenthaltsorte relativ zur eigenen Position. In einem dicht bevölkerten Gebiet ist dieser Zauber praktisch nutzlos, weil er nur eine verschwommene Masse von Lebensspuren anzeigt.
Leichenexplosion (Blut, Indirekt, Elementar, Flächenwirkung);Kampfzauber;P;BF (F);K;S;F;VK S. 124;speziell;;LEICHENEXPLOSION (BLUT, INDIREKT, ELEMENTAR , FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Schaden: K Dauer: S Entzug: KS Dieser brutalste (und ekelhafteste) aller Leichenzauber hat eine Leiche zum Ziel, deren Blut er zum Kochen und sie damit zur Explosion bringt. Dadurch werden hocherhitztes Fleisch, Organe, Knochensplitter und Ausrüstungsteile mit der Wucht einer Splittergranate durch die Luft geschleudert. Der Schadenscode einer erfolgreichen Leichenexplosion entspricht der Kraftstufe des Zaubers + den erzielten Nettoerfolgen. Die Durchschlagskraft beträgt -(Kraftstufe). Der Radius des Effekts entspricht der Konstitution der Leiche in Metern. Dem Schaden der Explosion wird mit Konstitution + modizierter Panzerung widerstanden. Die Kraftstufe des Zaubers muss mindestens so hoch wie die Konstitution der betreffenden Leiche sein. Wenn der Zaubernde irrtümlich ein lebendes Wesen als Ziel wählt, scheitert der Zauber. Die Regeln für Sprengwirkung innerhalb von Räumen (SR5, S. 184) gelten für den Effekt dieses Zaubers.
Leichenstacheln (Blut, Umgebung, Flächenwirkung);Manipulationszauber;P;BF (F);;S;F;VK S. 125;speziell;;LEICHENSTACHELN (BLUT, UMGEBUNG, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Dauer: S Entzug: KS Das Ziel dieses Zaubers ist eine Leiche, aus der er das Blut herauszieht und es zu einer glatten Fläche mit scharfen, beinahe kristallartigen Stacheln gefrieren lässt. Diese Stacheln bilden ein gefährliches Hindernis, weil man auf ihnen aufgespießt werden kann, wenn man auf dem gefrorenen Blut ausrutscht. Der Wirkungsbereich hat die Leiche als Zentrum und einen Radius in Metern gleich ihrer Konstitution. Charakteren, die sich auf dem gefrorenen Blut bewegen, muss eine Probe auf Geschicklichkeit + Reaktion gelingen, oder sie stürzen auf die Stacheln. Der Schwellenwert dieser Probe entspricht der Anzahl der Erfolge bei der Spruchzauberei-Probe. Ein Charakter, dem die Probe misslingt, fällt hin und erleidet (Kraftstufe)K Schaden, dem er mit Konstitution + Panzerung widersteht. Das Blut schmilzt bei Raumtemperatur vom Rand her um 1 Quadratmeter pro Minute. Wenn es wärmer oder kälter ist, schmilzt es entsprechend schneller oder langsamer. Wenn die Umgebungstemperatur unter dem Gefrierpunkt ist, schmilzt es gar nicht. Wenn der Zaubernde irrtümlich ein lebendes Wesen als Ziel wählt, scheitert der Zauber. Die Kraftstufe des Zaubers muss mindestens so hoch wie die Konstitution der betreffenden Leiche sein.
Leichententakel (Blut, Umgebung, Flächenwirkung);Manipulationszauber;P;BF (F);;S;F - 1;VK S. 126;speziell;;LEICHENTENTAKEL (BLUT, UMGEBUNG, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Dauer: S Entzug: KS - 1 Dieser Zauber hat eine Leiche als Ziel und führt dazu, dass deren Blut als ein Schwarm von Tentakeln hervorbricht, die nach allen Umstehenden schlagen und greifen. Die Geschicklichkeit von Charakteren, die sich innerhalb des Wirkungsbereiches befinden oder ihn durchqueren wollen, wird um die Erfolge bei der Spruchzauberei-Probe gesenkt. Wenn die Geschicklichkeit eines Charakters dadurch auf 0 sinkt, ist er gefesselt und bewegungsunfähig. Wenn der Charakter durch die Zauberwirkung gefesselt ist, darf er versuchen, kurze Distanzen durch Kriechen oder Hüpfen (mit einem Viertel der normalen Bewegungsrate) zu überwinden. Gefesselte Charaktere dürfen sich gegen Angriffe verteidigen, aber sie erhalten dafür einen Würfelpoolmalus in Höhe der Nettoerfolge bei der Spruchzauberei-Probe. Ein gefesselter Charakter kann versuchen, sich zu befreien, indem er eine Vergleichende Probe auf Konstitution + Stärke oder Entfesseln + Geschicklichkeit [Körperlich] gegen Kraftstufe x 2 des Zaubers ablegt. Die Kraftstufe des Zaubers muss mindestens so hoch sein wie die Konstitution der betreffenden Leiche. Der Wirkungsbereich des Zaubers hat die Leiche als Zentrum und einen Radius in Metern gleich ihrer Konstitution. Wenn der Zaubernde irrtümlich ein lebendes Wesen als Ziel wählt, scheitert der Zauber.
Leiser Schritt (Realistisch, Monosensorisch);Illusionszauber;P;BF;;A;F - 2;SG S. 115;LOG+INT;;LEISER SCHRITT (REALISTISCH, MONOSENSORISCH) Art: P Reichweite: BF Dauer: A Entzug: KS - 2 Leiser Schritt macht ein Ziel durch normales oder verstärktes Gehör schwerer wahrnehmbar. Das Ziel bewegt sich leise, bis zur Geräuschlosigkeit. Dinge, die nicht direkt vom Ziel berührt werden, können normale Geräusche machen. Wenn also ein Charakter unter diesem Zauber steht und an die Tür klopft, verursacht er kein Geräusch. Wenn er die Tür eintritt, wird diese beim Aufprall auf dem Boden ganz normal Lärm machen. Jeder, der das Ziel potenziell hören könnte, muss zuerst dem Zauber widerstehen. Die Erfolge bei der Spruchzaubereiprobe dienen als Schwellenwert für jeden, der dem Zauber später widerstehen möchte. Selbst wenn dem Zauber widerstanden wurde, kann das Ziel unhörbar bleiben, wenn es eine genügend erfolgreiche Schleichenprobe ablegt.
Levitieren (Transformation);Manipulationszauber;P;BF;;A;F - 2;SG S. 128;;;LEVITIEREN (TRANSFORMATION) Art: P Reichweite: BF Dauer: A Entzug: KS - 2 Levitieren erlaubt es, eine Person oder einen Gegenstand telekinetisch hochzuheben und durch die Luft zu bewegen. Der Schwellenwert für die Zauberprobe beträgt die Masse des Ziels in Kilogramm dividiert durch 200 (aufgerundet). Das Ziel kann innerhalb des Blickfelds des Zauberers mit einer Bewegungsrate von (Kraftstufe) Metern pro Kampfrunde bewegt werden. Wenn der Zauberer versucht, einen Gegenstand zu levitieren, der von einem Lebewesen gehalten wird, oder ein unwilliges Lebewesen zu levitieren, kann sich dieses Wesen mit Konstitution + Stärke gegen die Spruchzaubereiprobe wehren. Man kann sich mit diesem Zauber auch selbst levitieren, wenn man einen höheren Beobachtungspunkt braucht oder ohne Fallschirm abspringen will.
Licht (Umgebung, Flächenwirkung);Manipulationszauber;P;BF (F);;A;F - 4;SG S. 128;KON+STR;;LICHT (UMGEBUNG, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Dauer: A Entzug: KS - 4 Dieser Zauber erzeugt eine mobile Lichtquelle, die einen Bereich mit einem Radius gleich der Kraftstufe des Zaubers in Metern beleuchtet. Der Zauber kann nicht verwendet werden, um ein Ziel zu blenden, kann aber Beleuchtungsmodifikatoren durch Dunkelheit abschwächen. Jeder Erfolg bei der Spruchzaubereiprobe senkt einen Malus durch fehlende Beleuchtung um 1.
Limit Erhöhen (Essenz);Heilzauber;P;B;;A;F - 1;SG S. 111;;;LIMIT ERHÖHEN (ESSENZ) Art: P Reichweite: B Dauer: A Entzug: KS - 1
Limit Senken (Essenz);Heilzauber;P;B;;A;F - 1;SG S. 111;KON+Antimagie;;LIMIT SENKEN (ESSENZ) Art: P Reichweite: B Dauer: A Entzug: KS - 1 Jeder Charakter hat drei natürliche Limits (Körperlich, Geistig und Sozial), die angeben, wie viele der bei einer Probe erzielten Erfolge gewertet werden können (siehe SR5, S. 49). Mit diesen Zaubern kann ein Limit des Ziels verändert werden. Beim Wirken des Zaubers muss der Zauberer ein einzelnes natürliches Limit auswählen, gegen das der Zauber wirken soll. Es darf immer nur ein Limit gleichzeitig verändert werden. Wenn man den Zauber erneut auf das Ziel wirkt, wird die vorherige Änderung rückgängig gemacht. Jeder Erfolg (bei Limit Erhöhen) bzw. Nettoerfolg (bei Limit Senken) bei der Spruchzaubereiprobe erhöht bzw. senkt das betroffene Limit um 1, bis zu einem Minimum von 1. Dem Zauber Limit Senken wird mit Konstitution (+ Antimagie, falls anwendbar) widerstanden.
Lockvogel (Realistisch, Vollsensorisch);Illusionszauber;P;BF;;A;F - 3;SG S. 115;LOG+INT;;LOCKVOGEL (REALISTISCH, VOLLSENSORISCH) Art: P Reichweite: BF Dauer: A Entzug: KS - 3 Lockvogel ist eine Variante des Zaubers Chaos (S. 117), die nur auf technologische Sensoren wirkt. Der Sensor wird mit einem Strom verschiedener Impulse über utet, der sein Zielsuchprogramm verwirrt. Jeder Nettoerfolg bei einer Spruchzaubereiprobe gegen die Objektwiderstandsprobe des Sensors senkt die Sensorstufe um 1. Lockvogel wirkt gegen ein einzelnes Ziel, Düppel ist ein Flächenzauber.
Luftfilter (Physical);Manipulationszauber;M;BF;;A;F-6;SSP S. 20;;;
Magie Analysieren (aktiv, gerichtet);Wahrnehmungszauber;P;F*MAG;;A;F - 3;SG S. 137;WIL+LOG+(Antimagie)/ KS*2/Objektw.;;MAGIE ANALYSIEREN (AKTIV, GERICHTET) Art: P Reichweite: B Dauer: A Entzug: KS - 3 Dieser Zauber erlaubt dem Ziel, ein magisches Objekt (wie etwa einen Fokus, ein Alchemisches Erzeugnis, ein Magisches Refugium oder ein aktives Ritual) innerhalb der Sinnesreichweite zu analysieren. Die Nettoerfolge der Spruchzaubereiprobe werden als Erfolge auf der Tabelle Askennen (SR5, S. 312) gewertet, außer dass das Ziel dafür nicht astral wahrnehmen muss
Magie Entdecken (aktiv, ungerichtet);Wahrnehmungszauber;M;F*MAG;;A;F - 2;SG S. 137;WIL+LOG+(Antimagie)/ KS*2/Objektw.;;MAGIE ENTDECKEN (AKTIV, UNGERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS - 2 ERWEITERTES MAGIE ENTDECKEN (AKTIV, UNGERICHTET, ERWEITERT) Art: M Reichweite: B Dauer: A Entzug: KS Das Ziel entdeckt die Präsenz aller Foki, Zauber, Hüter, Magischer Refugien, Alchemischer Erzeugnisse, Rituale und Geister innerhalb der Sinnesreichweite. Es kann keine Erwachten Charaktere oder Critter, astralen Signaturen, abgelaufenen oder bereits ausgelösten Alchemischen Erzeugnisse oder Wirkungen permanenter Zauber, die bereits permanent sind, entdecken.
Magierblitz (Direct);Kampfzauber;P;BF;K;Apez.;F-4;SSP S. 17;;;
Manaball (Direkt, Flächenwirkung);Kampfzauber;M;BF (F);K;S;F;SG S. 122;WIL+Antimagie;;TODESHAND (DIREKT, BERÜHRUNG) Art: M Reichweite: B Schaden: K Dauer: S Entzug: KS - 6 MANABLITZ (DIREKT) Art: M Reichweite: BF Schaden: K Dauer: S Entzug: KS - 3 MANABALL (DIREKT, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Schaden: K Dauer: S Entzug: KS Todeshand, Manablitz und Manaball kanalisieren destruktive magische Energie in ein Ziel und verursachen Körperlichen Schaden, indem sie die Zellen des Körpers des Ziels (oder die „Manastruktur“ astral aktiver Wesen) zerstören. Da es sich um Manazauber handelt, wirken diese Zauber nur gegen lebende und magische Ziele. Widerstandsproben werden mit Willenskraft abgelegt. Todeshand erfordert die Berührung des Ziels. Manablitz trifft ein einzelnes Ziel. Manaball ist ein Flächenzauber.
Manabarriere (Umgebung, Flächenwirkung);Manipulationszauber;M;BF (F);;A;F - 2;SG S. 128;;;MANABARRIERE (UMGEBUNG, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Dauer: A Entzug: KS - 2 Dieser Zauber erzeugt eine unsichtbare Barriere aus magischer Energie. Die Barriere kann als Halbkugel mit einem Radius gleich dem normalen Radius der Flächenwirkung erschaffen werden, oder aber als Wand mit einer Höhe gleich der Kraftstufe und einer Länge gleich der Kraftstufe x 2. Die Manabarriere hat eine Strukturstufe gleich der Anzahl der Erfolge folgt den normalen Regeln für Manabarrieren (SR5, S. 315). Die Barriere schränkt die körperliche Bewegung von Lebewesen oder physischen Gegenständen nicht ein, hält aber Geister, aktivierte Foki, Dualwesen und Zauber auf der Ebene auf, auf der sie gewirkt wurde (physisch oder astral). Wenn die Barriere im Astralraum gewirkt wird, hält sie dort auch astrale Gestalten auf und behindert die Sicht.
Manablitz (Direkt);Kampfzauber;M;BF;K;S;F - 3;SG S. 122;WIL+Antimagie;;TODESHAND (DIREKT, BERÜHRUNG) Art: M Reichweite: B Schaden: K Dauer: S Entzug: KS - 6 MANABLITZ (DIREKT) Art: M Reichweite: BF Schaden: K Dauer: S Entzug: KS - 3 MANABALL (DIREKT, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Schaden: K Dauer: S Entzug: KS Todeshand, Manablitz und Manaball kanalisieren destruktive magische Energie in ein Ziel und verursachen Körperlichen Schaden, indem sie die Zellen des Körpers des Ziels (oder die „Manastruktur“ astral aktiver Wesen) zerstören. Da es sich um Manazauber handelt, wirken diese Zauber nur gegen lebende und magische Ziele. Widerstandsproben werden mit Willenskraft abgelegt. Todeshand erfordert die Berührung des Ziels. Manablitz trifft ein einzelnes Ziel. Manaball ist ein Flächenzauber.
Manafenster (aktiv, gerichtet);Wahrnehmungszauber;M;F*MAG;;A;F - 3;SG S. 137;WIL+LOG+(Antimagie)/ KS*2/Objektw.;;MANAFENSTER (AKTIV, GERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS - 3 ASTRALES FENSTER (AKTIV, GERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS - 3 Diese Zauber sind verbesserte Versionen von Hellsicht (S. 136) und Astrale Hellsicht (S. 134), mit denen der Zauberer einem Ziel die Fähigkeit verleihen kann, durch Manabarrieren (die normalerweise Hellsicht blockieren und im Astralraum undurchsichtig sind) zu sehen oder zu askennen. Wenn die Barriere dem Zauber nicht mit ihrer Kraftstufe widersteht, kann das Ziel entfernte Szenen durch die Barriere sehen oder askennen, als wäre es physisch oder astral innerhalb der Sinnesreichweite präsent. Man kann auf Ziele, die man durch diese Zauber wahrnimmt, keine Zauber wirken. Das Wirken dieser Zauber alarmiert den Erschaffer der betroffenen Manabarriere nicht. Manafenster überwindet Manabarrieren auf der physischen Ebene mit seiner Hellsicht. Astrales Fenster umgeht astrale Manabarrieren mit seiner astralen Hellsicht. Für den Zauber Astrales Fenster muss das Ziel des Zaubers astral aktiv sein.
Manaklammer (Transformation);Manipulationszauber;M;BF;;A;F - 2;SG S. 127;;;KLAMMER (TRANSFORMATION) Art: P Reichweite: BF Dauer: A Entzug: KS - 2 NETZ (TRANSFORMATION, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Dauer: A Entzug: KS - 1 MANAKLAMMER (TRANSFORMATION) Art: M Reichweite: BF Dauer: A Entzug: KS - 2 MANANETZ (TRANSFORMATION, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Dauer: A Entzug: KS - 1 Diese Zauber werden benutzt, um Ziele mit unsichtbaren Fesseln magischer Energie an der Bewegung zu hindern. Jeder Nettoerfolg bei der Spruchzaubereiprobe senkt die Geschicklichkeit des Opfers um 1. Wenn die Geschicklichkeit auf 0 gesenkt wird, ist das Ziel gefesselt und bewegungsunfähig. Während es gefesselt ist, darf es versuchen, kurze Distanzen durch Kriechen oder Hüpfen (mit einem Viertel der normalen Bewegungsrate) zu überwinden. Gefesselte Ziele dürfen sich gegen Angriffe wehren, aber sie erhalten dafür einen Würfelpoolmalus in Höhe der Nettoerfolge bei der Spruchzaubereiprobe. Ein gefesseltes Ziel kann versuchen, sich zu befreien, indem es eine Komplexe Handlung aufwendet und eine Vergleichende Probe auf Konstitution + Stärke gegen die Kraftstufe des Zaubers x 2 ablegt. Klammer wirkt gegen ein einzelnes Ziel, Netz ist ein Flächenzauber. Diese Zauber können auch gegen unbelebte Objekte wie Drohnen (die den Zaubern mit ihrem Objektwiderstand widerstehen) gewirkt werden, um bewegliche Teile zu behindern, obwohl das Drohnen oder Fahrzeuge, je nach ihrer Fortbewegungsmethode, vielleicht nicht aufhält. Manaklammer und Mananetz wirken nur gegen lebende und astrale Ziele. Bei astralen Gestalten wird statt der Geschicklichkeit die Logik gesenkt. Astrale Gestalten legen für ihren Befreiungsversuch eine Vergleichende Probe auf Willenskraft + Charisma gegen Kraftstufe x 2 ab. Manaklammer wirkt gegen ein einzelnes lebendes oder magisches Ziel, Mananetz ist ein Flächenzauber, der gegen solche Ziele wirkt.
Manalandschaft ();Illusionszauber;M;BF (F);;A;F-2;SSP S. 20;;;
Mananetz (Transformation, Flächenwirkung);Manipulationszauber;M;BF (F);;A;F - 1;SG S. 127;;;KLAMMER (TRANSFORMATION) Art: P Reichweite: BF Dauer: A Entzug: KS - 2 NETZ (TRANSFORMATION, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Dauer: A Entzug: KS - 1 MANAKLAMMER (TRANSFORMATION) Art: M Reichweite: BF Dauer: A Entzug: KS - 2 MANANETZ (TRANSFORMATION, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Dauer: A Entzug: KS - 1 Diese Zauber werden benutzt, um Ziele mit unsichtbaren Fesseln magischer Energie an der Bewegung zu hindern. Jeder Nettoerfolg bei der Spruchzaubereiprobe senkt die Geschicklichkeit des Opfers um 1. Wenn die Geschicklichkeit auf 0 gesenkt wird, ist das Ziel gefesselt und bewegungsunfähig. Während es gefesselt ist, darf es versuchen, kurze Distanzen durch Kriechen oder Hüpfen (mit einem Viertel der normalen Bewegungsrate) zu überwinden. Gefesselte Ziele dürfen sich gegen Angriffe wehren, aber sie erhalten dafür einen Würfelpoolmalus in Höhe der Nettoerfolge bei der Spruchzaubereiprobe. Ein gefesseltes Ziel kann versuchen, sich zu befreien, indem es eine Komplexe Handlung aufwendet und eine Vergleichende Probe auf Konstitution + Stärke gegen die Kraftstufe des Zaubers x 2 ablegt. Klammer wirkt gegen ein einzelnes Ziel, Netz ist ein Flächenzauber. Diese Zauber können auch gegen unbelebte Objekte wie Drohnen (die den Zaubern mit ihrem Objektwiderstand widerstehen) gewirkt werden, um bewegliche Teile zu behindern, obwohl das Drohnen oder Fahrzeuge, je nach ihrer Fortbewegungsmethode, vielleicht nicht aufhält. Manaklammer und Mananetz wirken nur gegen lebende und astrale Ziele. Bei astralen Gestalten wird statt der Geschicklichkeit die Logik gesenkt. Astrale Gestalten legen für ihren Befreiungsversuch eine Vergleichende Probe auf Willenskraft + Charisma gegen Kraftstufe x 2 ab. Manaklammer wirkt gegen ein einzelnes lebendes oder magisches Ziel, Mananetz ist ein Flächenzauber, der gegen solche Ziele wirkt.
Manastörung (Umgebung, Flächenwirkung);Manipulationszauber;M;BF (F);;P;F - 1;SG S. 128;;;MANASTÖRUNG (UMGEBUNG, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Dauer: P Entzug: KS - 1 Dieser Zauber erzeugt eine Hintergrundstrahlung, die magische Aktivitäten stört. Jeder Erfolg bei der Spruchzaubereiprobe erhöht die Hintergrundstrahlung um 1. Sobald die Wirkung des Zaubers permanent ist, beginnt die erzeugte Hintergrundstrahlung, mit einer Geschwindigkeit von 1 Punkt pro Stunde zu schwinden. Die Manastörung wirkt gegen jeden im Wirkungsbereich, auch den Zauberer selbst.
